image_path	prompt	question_type	video_type	ground_truth	is_assistive_object	response	acc
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P867--phone-charger--clean--f7AtVoylRzw1KO0ahQjp6kiE60FdpKuxjLWxlriFPg4.mp4	What type of electronic accessory is being shown?	O	clean	['phone charger']	False	charger	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P867--toddler-cup--clean--1UHwUdsgUePxsf-IK3FZkkHRswscpw2-Dtx7Kxe7-gU.mp4	What type of container appears in the video?	O	clean	['toddler cup']	False	cup	0.5
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P867--toddler-cup--clean--0JySP0KOcCxjYv_jdlT--pxlGIBpeuxSg33UAIPrz_8.mp4	What type of container appears in the video?	O	clean	['toddler cup']	False	cup	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P867--boot--clean--syKA3OOR4xYhFGbOTxlAIxUcitj5K0NfnRwqQRXrYOs.mp4	What type of clothing do you see in the video?	O	clean	['boot']	False	pants	0.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P867--boot--clean--sdjw08wizgOMbwDCzRKrvp4CeAZVnLLuUfLcDXIrHYI.mp4	What type of clothing do you see in the video?	O	clean	['boot']	False	shoes	0.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P867--sock--clean--STMZ0VFuowyEaiXsf477h_IvbKDp7pxMUu2Do04lC3w.mp4	What type of clothing do you see in the foreground of the video?	O	clean	['sock']	False	socks	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P867--sock--clean--GPgRlu6jKX_pVGFR6PgnsNOsLVZiR7pMYWpykHZoAHw.mp4	What type of clothing do you see in the foreground of the video?	O	clean	['sock']	False	socks	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P867--headphones--clean--SNQQAWCb6HKJo-qYPVop9foMSrm1nalmzQCxPXQdpHg.mp4	What type of audio accessory appears in the video?	O	clean	['headphones']	False	headphones	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P609--headphones--clean--gsScKNjkRESWWLudjCOyVO_zXpg5c3J0uaU1UnfvVYs.mp4	What type of audio accessory appears in the video?	O	clean	['headphones']	False	earbud	0.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P609--headphones--clean--jGxCf102DOIXd7zOXsFH1pG_5D3ZF0E9v3EhqhSZqLQ.mp4	What type of audio accessory appears in the video?	O	clean	['headphones']	False	earbud	0.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P999--headphones--clean--oJE1bseft_DOcyIwNxqGQqrYUKdtembYTEbhk1AqDXM.mp4	What type of audio accessory appears in the video?	O	clean	['headphones']	False	earphones	0.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P999--headphones--clean--29gw_0RBDJdtsrkA1SNljrq6KZ2kbkGiudLqx9LRTJY.mp4	What type of audio accessory appears in the video?	O	clean	['headphones']	False	earphones	0.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P867--car--clean--pVifRcGX0TqpK8uG_0fyIBCKIT_xNEt8R0kqU3-ni0o.mp4	What type of vehicle is visible in the video?	O	clean	['car']	False	car	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P867--car--clean--iP0juzsJfCpts0VPZE847ajC35PONx4U7WBgw6kbwb4.mp4	What type of vehicle is visible in the video?	O	clean	['car']	False	car	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P900--car--clean--AbPOAfuILw0rEr93mFKZjZwUOUOojuPOSll7UQUwywo.mp4	What type of vehicle is visible in the video?	O	clean	['car']	False	car	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P900--car--clean--r6EUuzn38pjZs4fxTKvbloUK24nU5buRzil9VaEdDf4.mp4	What type of vehicle is visible in the video?	O	clean	['car']	False	car	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P141--car--clean--mlRboPdE8AbwzHYTw4w1Plwqmhsh75rirSMFkeVandA.mp4	What type of vehicle is visible in the video?	O	clean	['car']	False	car	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P141--car--clean--hMupQfv0FJm7m5y_yezHB66o0QTu9NEcQO_QACQ9jzE.mp4	What type of vehicle is visible in the video?	O	clean	['car']	False	car	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P778--iphone-6--clean--VhSA8GOg0DKpIizKBUeKzNHAl3vkvMUg12VcQ_fXplg.mp4	What type of personal electronic device appears in the video?	O	clean	['iphone']	False	phone	0.5
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P778--iphone-6--clean--qqHh1rVtnkNoo7hf49TXwnD8or-3F2m0x5WNVPqyXaM.mp4	What type of personal electronic device appears in the video?	O	clean	['iphone']	False	phone	0.5
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P778--front-door--clean--_xsAIX2FqKGYuVQVC53XIln1ubGg-9BKw4z7dEKpBjk.mp4	What type of entrance or opening can be seen in the video?	O	clean	['front door']	False	door	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P778--front-door--clean--3TcrRZvk99abX27bTlXayq3UWgGCaFj2PzbSJH_Trrw.mp4	What type of entrance or opening can be seen in the video?	O	clean	['front door']	False	door	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P455--front-door--clean--e4d578h7eOp92pAZa31zYTMP-XFVizhwfF_NX-_vLew.mp4	What type of entrance or opening can be seen in the video?	O	clean	['front door']	False	door	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P455--front-door--clean---nMToD5rwM8Wb7se_2SoVafHiJNsrtvKvoHZe5gs8lM.mp4	What type of entrance or opening can be seen in the video?	O	clean	['front door']	False	door	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P953--front-door--clean--HfmdopCHS6cf4csGpidPa37u_-_cx7XYMhhdH1PriH4.mp4	What type of entrance or opening can be seen in the video?	O	clean	['front door']	False	door	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P953--front-door--clean--X9Ae1et3XIvp8aupCMcXVjHUBq2pxMBq_thNqgclT0Y.mp4	What type of entrance or opening can be seen in the video?	O	clean	['front door']	False	door	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P204--front-door--clean--rmZfGqo_PHdb5lOAV7KF0un393QvNeGHc-yxfO4ItAw.mp4	What type of entrance or opening can be seen in the video?	O	clean	['front door']	False	door	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P778--keys--clean--vVP56k5VHRbCPqRVD5659xCr4wP0iIttc0jeaAtG1m8.mp4	What type of security-related item did you see?	O	clean	['keys']	False	keys	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P778--keys--clean--XMOiGUHF36REyEiDDJ9v20n5rrDu8-WRAnChNTHufBQ.mp4	What type of security-related item did you see?	O	clean	['keys']	False	key	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P189--keys--clean--OLELV4NoOTwA22Fx9ZAiB-EQeCTzytW4Jt8nd6nplHI.mp4	What type of security-related item did you see?	O	clean	['keys']	False	key	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P189--keys--clean--FOzucMMftikfiKmyfqjej9iFlC5qiGTb8FJkTogYooA.mp4	What type of security-related item did you see?	O	clean	['keys']	False	keys	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P271--keys--clean--i-hPXvHd5osEVCwVeL8DSUlSQMn7fH0Pfz2ZCz0zUAg.mp4	What type of security-related item did you see?	O	clean	['keys']	False	keys	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P271--keys--clean--fkjlEOIGZUu73GlHGMORDZFuXVGFUSOpCBotF8sSZEs.mp4	What type of security-related item did you see?	O	clean	['keys']	False	key fob	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P642--keys--clean--UsnVrsyi8msTFomT5NdI-ay1CfSlVjuW7m86Fd061Cs.mp4	What type of security-related item did you see?	O	clean	['keys']	False	keys	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P642--keys--clean--B45xLpGqiGYqgxTPNRLChhg9JLoKXm9a2mm-DLwmfK4.mp4	What type of security-related item did you see?	O	clean	['keys']	False	keys	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P953--keys--clean--kVuq_nwhmP5LEeCxCsBpi2ymry4Dty0sLSsZAw3yp9Q.mp4	What type of security-related item did you see?	O	clean	['keys']	False	keychain	0.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P953--keys--clean--UE7dNL4tjDP4KdOcNinWg2KRW_DnPyeyVJ8w7k0Y658.mp4	What type of security-related item did you see?	O	clean	['keys']	False	keychain	0.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P953--keys--clean--yepbIOJ4YqTCk0p5zoTY4DaFRnDXMW_jyvKkD27sR5A.mp4	What type of security-related item did you see?	O	clean	['keys']	False	keychain	0.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P204--keys--clean--gJmwWfhlMicQxE371gu-ZIQ9NdgrG03FThRK6a9dZHU.mp4	What type of security-related item did you see?	O	clean	['keys']	False	key	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P204--keys--clean--0YWK3NShd6xQ2mtxQOlRcR6bqebiqHcvq4Px6Psblho.mp4	What type of security-related item did you see?	O	clean	['keys']	False	key	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P204--keys--clean--ISL0fT0ftXJ7y7NlzebrRqXfX8ntRVJDnzoaQUgk4_k.mp4	What type of security-related item did you see?	O	clean	['keys']	False	chain	0.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P177--keys--clean--Jf3CEgD6depVPp8-TRkhKosEfLAZAE_PH3nxbMCgxeU.mp4	What type of security-related item did you see?	O	clean	['keys']	False	lock	0.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P177--keys--clean--Cz1elsVB-Rla9o6oStvIwcSKwi27pt-ceyAWs2TuqE0.mp4	What type of security-related item did you see?	O	clean	['keys']	False	lock	0.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P177--keys--clean--QeC519TAdZ0WA2GW8I5k-PwSDdpu-9yvzSOYHR0UWSU.mp4	What type of security-related item did you see?	O	clean	['keys']	False	key	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P901--keys--clean--a5M9UozTpgD_xaZk00IcQsmwi7kWwAyN1z-l6urJAXo.mp4	What type of security-related item did you see?	O	clean	['keys']	False	key	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P901--keys--clean--Ek12sr2u76qka508Hjeaj7vLbPxCUGn5drCQPrzeOBw.mp4	What type of security-related item did you see?	O	clean	['keys']	False	key	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P901--keys--clean--zm8ikqkn5frtCn5kLfQCQzZakvqgET9yofSBvvWC7CE.mp4	What type of security-related item did you see?	O	clean	['keys']	False	lock	0.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P485--keys--clean--kdB8BclBSTCebJhnwH8INZZAsQ6_2diss1yCF3JkASY.mp4	What type of security-related item did you see?	O	clean	['keys']	False	keys	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P999--keys--clean--A7iDV2ASog1QqVAkmTk6rvRFA24Uu658jLKkgDB5pxw.mp4	What type of security-related item did you see?	O	clean	['keys']	False	keychain	0.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P999--keys--clean--4W_NgxKHg4ZSkBtxeHzQ2Vqau_AdLU95q69WunsbmLE.mp4	What type of security-related item did you see?	O	clean	['keys']	False	key	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P744--keys--clean--F0JP9YgJj1AqQRhGAfRll6QTvCbp_xozZVMgEVYZOro.mp4	What type of security-related item did you see?	O	clean	['keys']	False	keychain	0.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P473--keys--clean---pHtpMExvag3J1sT_N5K51fUwRY3DbLGAVo9nPqJD7I.mp4	What type of security-related item did you see?	O	clean	['keys']	False	keychain	0.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P164--keys--clean--uKDGiMoYAWUIIrwdJtQ6G-_Otp9UI-03GqI-023Sblk.mp4	What type of security-related item did you see?	O	clean	['keys']	False	key	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P778--wall-plug--clean--NOoWXprqudezaBIpdXbQRLei4q3iqnQ2GfkoNOHdj3s.mp4	What kind of electrical accessory is present in the video?	O	clean	['wall plug']	False	switch	0.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P778--wall-plug--clean--tHioZHIqZx0IxrhvESsuQay3Q20CrvoVOQbhgc3G5R0.mp4	What kind of electrical accessory is present in the video?	O	clean	['wall plug']	False	switch	0.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P778--sunglasses--clean--0Eku3mdZXb61fPYVq5tfNyIzVUVU_LW8trWLpq1uQbI.mp4	What type of eyewear can you see in the video?	O	clean	['sunglasses']	False	sunglasses	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P778--sunglasses--clean--szv9lKwbqbXuna-zhC32LZwk3_ydoLMg4KLqzeI3OcU.mp4	What type of eyewear can you see in the video?	O	clean	['sunglasses']	False	sunglasses	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P194--sunglasses--clean--YnByhTBt0KftzQkDC6PtpTdkVZHjxeZyrz3r801yicQ.mp4	What type of eyewear can you see in the video?	O	clean	['sunglasses']	False	sunglasses	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P194--sunglasses--clean--fMP6KeTfQprMTp5CLCWG7aTXLzyvdD123P5QvLpFyFU.mp4	What type of eyewear can you see in the video?	O	clean	['sunglasses']	False	sunglasses	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P271--sunglasses--clean--b26GKy4wocRlrTloTC1sv6Hz1qU1D5Jnu3NlfyB5mgA.mp4	What type of eyewear can you see in the video?	O	clean	['sunglasses']	False	glasses	0.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P271--sunglasses--clean--0G_uSfjXD3P36FO-0-2FcGsstx_K4MOiA4fIf_TyQts.mp4	What type of eyewear can you see in the video?	O	clean	['sunglasses']	False	sunglasses	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P642--sunglasses--clean--MNYNtKkha4SRSu31cam1er529btPMBxJq0SQenwQJcY.mp4	What type of eyewear can you see in the video?	O	clean	['sunglasses']	False	goggle	0.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P642--sunglasses--clean--DtM4-EEdNWOSLeXXqEvPcPwRCPDu7qqt9dKJCsMskL4.mp4	What type of eyewear can you see in the video?	O	clean	['sunglasses']	False	goggles	0.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P778--wallet--clean--MzjDqlNEf_wp3qt3WFprwYuWIIdu0jUFz06LXbwf3ZY.mp4	What type of accessory appears in the video?	O	clean	['wallet']	False	wallet	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P778--wallet--clean--CFCQoVAUq9asWRDW31bo28FyROiC09lehfhO-DKucnE.mp4	What type of accessory appears in the video?	O	clean	['wallet']	False	purse	0.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P235--wallet--clean--c8jwl8JvRPy4kpT9bGH6G-JbctJy74XqFYbidu4k3Ps.mp4	What type of accessory appears in the video?	O	clean	['wallet']	False	purse	0.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P235--wallet--clean--N9CXyL2KLxIUlhQWFO35zhknHNiLN6ZJwPH3UOYL1yQ.mp4	What type of accessory appears in the video?	O	clean	['wallet']	False	pouch	0.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P271--wallet--clean--sSd4-J-ziBphg6CM98xDpHZPRpm7tMtTGwmJSZ7-teU.mp4	What type of accessory appears in the video?	O	clean	['wallet']	False	ring	0.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P271--wallet--clean--YNUUbZrkBmv0Qc0nBhEC-6gwe54aTFUdAzqrwwoRTbw.mp4	What type of accessory appears in the video?	O	clean	['wallet']	False	wallet	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P609--wallet--clean--dtTgVtwxjozd2uhBS2YR-oR_K9RLbUi1iCNDSoC-70A.mp4	What type of accessory appears in the video?	O	clean	['wallet']	False	wallet	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P609--wallet--clean--na82lKJeTkKnic-PGYKRrRpmWRTSdpF6wokXHKwzJ6U.mp4	What type of accessory appears in the video?	O	clean	['wallet']	False	wallet	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P953--wallet--clean--JgrtMMnoGtkn8O1pVYON4HajufQFys0lnzwRprVc7-E.mp4	What type of accessory appears in the video?	O	clean	['wallet']	False	purse	0.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P953--wallet--clean--Vk9YiiaCcWQhQJqP5goxK43-5LLxYOGcbwa715XZHxs.mp4	What type of accessory appears in the video?	O	clean	['wallet']	False	wallet	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P204--wallet--clean--vwXuoXUMCmCYdsYczbSvc72ROR8oxA0SJy227tqVjho.mp4	What type of accessory appears in the video?	O	clean	['wallet']	False	purse	0.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P204--wallet--clean--svmo3bLfVV1AagIyqSDbpe63wa07GIMHexCBajZDX7o.mp4	What type of accessory appears in the video?	O	clean	['wallet']	False	wallet	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P204--wallet--clean--pHKAgxRxiOB-woVH2Awgdtf8HWwqldgWZmUoV18KvPw.mp4	What type of accessory appears in the video?	O	clean	['wallet']	False	wallet	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P485--wallet--clean--H1x6WjdBvxry6Yp-tTPmEEg0it-_gUFxOy2bqDgXLcc.mp4	What type of accessory appears in the video?	O	clean	['wallet']	False	keychain	0.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P485--wallet--clean--Sonlp28gTKjw6-w4-GxsUxHI5pF8J1SoEgZKA2fbAS0.mp4	What type of accessory appears in the video?	O	clean	['wallet']	False	wallet	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P999--wallet--clean--OuuFe7fch1Lk20NBcKtQkO0CzLr9iXyidyKuK01WLKI.mp4	What type of accessory appears in the video?	O	clean	['wallet']	False	purse	0.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P999--wallet--clean--bV0OSTNLK2hvkgL40pmWRJjFfld2yl3egn5E9y7Z9o4.mp4	What type of accessory appears in the video?	O	clean	['wallet']	False	wallet	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P177--wallet--clean--QHJTh23M_gKS_mvuKU696Js9WlvbE6IfRPOMus46F5I.mp4	What type of accessory appears in the video?	O	clean	['wallet']	False	purse	0.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P778--apple-watch--clean--4xGH0EiChUS_kAGD2PGeLJ2PvizFk9bYO5zqwpo0Mbc.mp4	What type of accessory or device appears in the video?	O	clean	['apple watch']	False	watch	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P778--apple-watch--clean--aes0kCEZyZaEB0yIgnIQG5sQh5aJqJVc5kVnOf8mv-0.mp4	What type of accessory or device appears in the video?	O	clean	['apple watch']	False	watch	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P455--apple-watch--clean--INn7OWjhdRcu2Dlx7ZD1gSuJ138B40ruaK6jxP4-58s.mp4	What type of accessory or device appears in the video?	O	clean	['apple watch']	False	watch	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P455--apple-watch--clean--TKkctk7xAsWzxnfQVzOXsZBimBb60upWh5gRpH8bYZw.mp4	What type of accessory or device appears in the video?	O	clean	['apple watch']	False	watch	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P455--apple-watch--clean--aer0B-fVKeB7RYsKIRJCFxVps9CNbNDbxV7Jefdi4Z4.mp4	What type of accessory or device appears in the video?	O	clean	['apple watch']	False	watch	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P778--retractable-dog-lead--clean--S9O8lTK6t673d0-9kFxvu1C-oNPy_aU9KFAmb4NFuEM.mp4	What type of pet accessory appears in the video?	O	clean	['retractable dog lead']	False	leash	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P778--retractable-dog-lead--clean--FS5cAlKiZQ-NwswQBqs6XN8yg4PjZ3EnD1idQFk5ObQ.mp4	What type of pet accessory appears in the video?	O	clean	['retractable dog lead']	False	dog leash	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P778--baseball-cap--clean--ANVcYB1Zh88B_WfZiFctKb42aPD0yK77juLuUbUVAeo.mp4	What type of headgear appears in the video?	O	clean	['baseball cap']	False	hat	0.5
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P778--baseball-cap--clean--Lri2VDnSZFsFw55xA5GTNn6TW0SvenignUX-FZHKp6k.mp4	What type of headgear appears in the video?	O	clean	['baseball cap']	False	cap	1.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P744--cane--clean--qRBHUU6BETUlA7xQVHWXNQ3iBfS5OdwaX774sRcJNWU.mp4	What type of assistive device appears in the video?	O	clean	['cane']	True	canes	0.0
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P231--cane--clean--gRExs-KI6PBWq89-gXfxZ6GwYkwx5HUS4t9TQ12LWtk.mp4	What type of assistive device appears in the video?	O	clean	['cane']	True	canes	0.0
